id,order,expected_json
386,I'm feeling like pair of trenta Hot Chocolates.,"{""items"": [{""name"": ""Hot Chocolate"", ""size"": ""Trenta"", ""quantity"": 2, ""modifiers"": []}], ""total_price"": 11.0}"
387,Gimme three blueberry muffins.,"{""items"": [{""name"": ""Blueberry Muffin"", ""size"": null, ""quantity"": 3, ""modifiers"": []}], ""total_price"": 11.25}"
388,Let's do a trenta Caramel Macchiato and three butter croissant. Then give me single short literally green tea.,"{""items"": [{""name"": ""Caramel Macchiato"", ""size"": ""Trenta"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Butter Croissant"", ""size"": null, ""quantity"": 3, ""modifiers"": []}, {""name"": ""Green Tea"", ""size"": ""Short"", ""quantity"": 1, ""modifiers"": []}], ""total_price"": 19.75}"
389,"Start me off with a BUTTER CROISSANT. wait, change that to triple.","{""items"": [{""name"": ""Butter Croissant"", ""size"": null, ""quantity"": 3, ""modifiers"": []}], ""total_price"": 10.5}"
390,Let's do double tall Cold Brews.,"{""items"": [{""name"": ""Cold Brew"", ""size"": ""Tall"", ""quantity"": 2, ""modifiers"": []}], ""total_price"": 8.5}"
391,Grab me a venti literally caramel macchiato.,"{""items"": [{""name"": ""Caramel Macchiato"", ""size"": ""Venti"", ""quantity"": 1, ""modifiers"": []}], ""total_price"": 6.25}"
392,"Let me get three bacon actually gouda sandwichs. Oh, and add a Trenta Frappe (Mocha) and breve make sure there's ensure no whip add make sure No Ice - remove that make sure No Ice, Caramel Syrup, coupled with a like blueberry muffin.","{""items"": [{""name"": ""Bacon Gouda Sandwich"", ""size"": null, ""quantity"": 3, ""modifiers"": []}, {""name"": ""Frappe (Mocha)"", ""size"": ""Trenta"", ""quantity"": 1, ""modifiers"": [""Breve"", ""No Whip"", ""Caramel Syrup""]}, {""name"": ""Blueberry Muffin"", ""size"": null, ""quantity"": 1, ""modifiers"": []}], ""total_price"": 28.8}"
393,"Could you get me a few tall latte make sure there's skim milk, actually nevermind skim milk. no ice with Caramel Syrup add whip cream, and also triple like Venti Caramel Macchiatos, coupled with three grande you know, green tea.","{""items"": [{""name"": ""Latte"", ""size"": ""Tall"", ""quantity"": 3, ""modifiers"": [""No Ice"", ""Caramel Syrup"", ""Whip Cream""]}, {""name"": ""Caramel Macchiato"", ""size"": ""Venti"", ""quantity"": 3, ""modifiers"": []}, {""name"": ""Green Tea"", ""size"": ""Grande"", ""quantity"": 3, ""modifiers"": []}], ""total_price"": 45.75}"
394,Hit me with pair of like bagel.,"{""items"": [{""name"": ""Bagel"", ""size"": null, ""quantity"": 2, ""modifiers"": []}], ""total_price"": 5.0}"
395,I'm craving five grande strawberry smoothies.,"{""items"": [{""name"": ""Strawberry Smoothie"", ""size"": ""Grande"", ""quantity"": 5, ""modifiers"": []}], ""total_price"": 32.5}"
396,Lemme get pair of trenta actually Frappe (Mocha)s add coconut milk add light ice add coconut milk - wait cancel that coconut milk - vanilla syrup plus two Venti frappe (coffee)s.,"{""items"": [{""name"": ""Frappe (Mocha)"", ""size"": ""Trenta"", ""quantity"": 2, ""modifiers"": [""Coconut Milk"", ""Light Ice"", ""Vanilla Syrup""]}, {""name"": ""Frappe (Coffee)"", ""size"": ""Venti"", ""quantity"": 2, ""modifiers"": []}], ""total_price"": 29.9}"
397,"Could I have a blueberry muffin, coupled with a venti caramel macchiato, no whip and hazelnut syrup... wait cancel that hazelnut syrup actually wait soy milk and triple GRANDE frappe (coffee)s plus triple Tall cold brew add Peppermint Syrup include sugar free vanilla.","{""items"": [{""name"": ""Blueberry Muffin"", ""size"": null, ""quantity"": 1, ""modifiers"": []}, {""name"": ""Caramel Macchiato"", ""size"": ""Venti"", ""quantity"": 1, ""modifiers"": [""No Whip"", ""Soy Milk""]}, {""name"": ""Frappe (Coffee)"", ""size"": ""Grande"", ""quantity"": 3, ""modifiers"": []}, {""name"": ""Cold Brew"", ""size"": ""Tall"", ""quantity"": 3, ""modifiers"": [""Peppermint Syrup"", ""Sugar Free Vanilla""]}], ""total_price"": 44.35}"
398,"Grab me three Butter Croissants. Also double uh Avocado Toasts, plus a few VENTI matcha like latte.","{""items"": [{""name"": ""Butter Croissant"", ""size"": null, ""quantity"": 3, ""modifiers"": []}, {""name"": ""Avocado Toast"", ""size"": null, ""quantity"": 2, ""modifiers"": []}, {""name"": ""Matcha Latte"", ""size"": ""Venti"", ""quantity"": 3, ""modifiers"": []}], ""total_price"": 43.25}"
399,"May I get four avocado toasts, plus triple Trenta americanos.","{""items"": [{""name"": ""Avocado Toast"", ""size"": null, ""quantity"": 4, ""modifiers"": []}, {""name"": ""Americano"", ""size"": ""Trenta"", ""quantity"": 3, ""modifiers"": []}], ""total_price"": 43.0}"
400,"Can I get five grande frappe (coffee) uh add Coconut Milk, paired with two tall strawberry smoothies add cold foam with Caramel Drizzle. Oh, and add double short Mochas and extra shot. actually nevermind extra shot wait um peppermint syrup.","{""items"": [{""name"": ""Frappe (Coffee)"", ""size"": ""Grande"", ""quantity"": 5, ""modifiers"": [""Coconut Milk""]}, {""name"": ""Strawberry Smoothie"", ""size"": ""Tall"", ""quantity"": 2, ""modifiers"": [""Cold Foam"", ""Caramel Drizzle""]}, {""name"": ""Mocha"", ""size"": ""Short"", ""quantity"": 2, ""modifiers"": [""Peppermint Syrup""]}], ""total_price"": 59.0}"
401,"Hook me up with three short Flat Whites. Then give me single trenta matcha latte. Then give me four like short CARAMEL MACCHIATOs include Extra Hot, plus single VENTI earl grey tea and extra shot.","{""items"": [{""name"": ""Flat White"", ""size"": ""Short"", ""quantity"": 3, ""modifiers"": []}, {""name"": ""Matcha Latte"", ""size"": ""Trenta"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Caramel Macchiato"", ""size"": ""Short"", ""quantity"": 4, ""modifiers"": [""Extra Hot""]}, {""name"": ""Earl Grey Tea"", ""size"": ""Venti"", ""quantity"": 1, ""modifiers"": [""Extra Shot""]}], ""total_price"": 43.5}"
402,"Gimme single Short americano - bump that um to three. Next, I need couple of Grande hot chocolates with almond literally milk and sugar free vanilla, paired with double BAGELs. Then give me double venti uh Frappe (Coffee) plus OAT MILK.","{""items"": [{""name"": ""Americano"", ""size"": ""Short"", ""quantity"": 3, ""modifiers"": []}, {""name"": ""Hot Chocolate"", ""size"": ""Grande"", ""quantity"": 2, ""modifiers"": [""Almond Milk"", ""Sugar Free Vanilla""]}, {""name"": ""Bagel"", ""size"": null, ""quantity"": 2, ""modifiers"": []}, {""name"": ""Frappe (Coffee)"", ""size"": ""Venti"", ""quantity"": 2, ""modifiers"": [""Oat Milk""]}], ""total_price"": 39.8}"
403,"Could I have two venti latte, and also couple of Short cold brew.","{""items"": [{""name"": ""Latte"", ""size"": ""Venti"", ""quantity"": 2, ""modifiers"": []}, {""name"": ""Cold Brew"", ""size"": ""Short"", ""quantity"": 2, ""modifiers"": []}], ""total_price"": 18.5}"
404,"May I get single like trenta chai latte plus sugar free vanilla. Oh, and add single blueberry muffin.","{""items"": [{""name"": ""Chai Latte"", ""size"": ""Trenta"", ""quantity"": 1, ""modifiers"": [""Sugar Free Vanilla""]}, {""name"": ""Blueberry Muffin"", ""size"": null, ""quantity"": 1, ""modifiers"": []}], ""total_price"": 10.5}"
405,Lemme get triple Bagel.,"{""items"": [{""name"": ""Bagel"", ""size"": null, ""quantity"": 3, ""modifiers"": []}], ""total_price"": 7.5}"
406,Lemme get a short earl uh grey tea.,"{""items"": [{""name"": ""Earl Grey Tea"", ""size"": ""Short"", ""quantity"": 1, ""modifiers"": []}], ""total_price"": 2.5}"
407,"Hook me up with four blueberry muffins - wait cancel that, plus two VENTI frappe (mocha), and also one grande drip coffee, hold the ice, plus two venti green teas make sure there's Caramel Drizzle, remove that Caramel Drizzle wait ensure no whip.","{""items"": [{""name"": ""Frappe (Mocha)"", ""size"": ""Venti"", ""quantity"": 2, ""modifiers"": []}, {""name"": ""Drip Coffee"", ""size"": ""Grande"", ""quantity"": 1, ""modifiers"": [""No Ice""]}, {""name"": ""Green Tea"", ""size"": ""Venti"", ""quantity"": 2, ""modifiers"": [""No Whip""]}], ""total_price"": 24.5}"
408,"Let me get a Venti drip actually coffee and extra shot add skim milk, actually nevermind skim milk, Light Ice.","{""items"": [{""name"": ""Drip Coffee"", ""size"": ""Venti"", ""quantity"": 1, ""modifiers"": [""Extra Shot"", ""Light Ice""]}], ""total_price"": 4.5}"
409,"May I get triple tall mochas. Oh, and add five Trenta Chai Lattes actually and no whip.","{""items"": [{""name"": ""Mocha"", ""size"": ""Tall"", ""quantity"": 3, ""modifiers"": []}, {""name"": ""Chai Latte"", ""size"": ""Trenta"", ""quantity"": 5, ""modifiers"": [""No Whip""]}], ""total_price"": 46.25}"
410,"I'd like to order a like SHORT flat white and a venti caramel macchiato add extra shot with cold foam, wait cancel that cold foam, LIGHT ICE, coupled with triple tall americanos, paired with pair you know, of grande chai lattes.","{""items"": [{""name"": ""Flat White"", ""size"": ""Short"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Caramel Macchiato"", ""size"": ""Venti"", ""quantity"": 1, ""modifiers"": [""Extra Shot"", ""Light Ice""]}, {""name"": ""Americano"", ""size"": ""Tall"", ""quantity"": 3, ""modifiers"": []}, {""name"": ""Chai Latte"", ""size"": ""Grande"", ""quantity"": 2, ""modifiers"": []}], ""total_price"": 32.5}"
411,Grab me pair of like tall Cold Brew.,"{""items"": [{""name"": ""Cold Brew"", ""size"": ""Tall"", ""quantity"": 2, ""modifiers"": []}], ""total_price"": 8.5}"
412,"I'm feeling like two actually tall espressos include soy milk include Breve... wait cancel that, paired with two VENTI Espressos with hazelnut syrup.","{""items"": [{""name"": ""Espresso"", ""size"": ""Venti"", ""quantity"": 2, ""modifiers"": [""Hazelnut Syrup""]}], ""total_price"": 9.0}"
413,"I'd like to order a few you know, butter croissants, coupled with triple venti strawberry smoothies, no whip, plus pair of short Frappe literally (Coffee) plus one Venti iced coffee.","{""items"": [{""name"": ""Butter Croissant"", ""size"": null, ""quantity"": 3, ""modifiers"": []}, {""name"": ""Strawberry Smoothie"", ""size"": ""Venti"", ""quantity"": 3, ""modifiers"": [""No Whip""]}, {""name"": ""Frappe (Coffee)"", ""size"": ""Short"", ""quantity"": 2, ""modifiers"": []}, {""name"": ""Iced Coffee"", ""size"": ""Venti"", ""quantity"": 1, ""modifiers"": []}], ""total_price"": 45.5}"
414,"Lemme get two Trenta Mochas, paired with two SHORT Cold Brew and hold the No Whip - remove that hold the No Whip... Cold Foam plus Caramel Syrup add classic syrup. Next, I need a few avocado toasts, paired with two short Chai actually Lattes.","{""items"": [{""name"": ""Mocha"", ""size"": ""Trenta"", ""quantity"": 2, ""modifiers"": []}, {""name"": ""Cold Brew"", ""size"": ""Short"", ""quantity"": 2, ""modifiers"": [""Cold Foam"", ""Caramel Syrup"", ""Classic Syrup""]}, {""name"": ""Avocado Toast"", ""size"": null, ""quantity"": 3, ""modifiers"": []}, {""name"": ""Chai Latte"", ""size"": ""Short"", ""quantity"": 2, ""modifiers"": []}], ""total_price"": 53.5}"
415,"Let me get double butter croissant, paired with a Venti earl grey tea uh with hazelnut syrup plus skim milk, coupled with a bacon gouda sandwich.","{""items"": [{""name"": ""Butter Croissant"", ""size"": null, ""quantity"": 2, ""modifiers"": []}, {""name"": ""Earl Grey Tea"", ""size"": ""Venti"", ""quantity"": 1, ""modifiers"": [""Hazelnut Syrup"", ""Skim Milk""]}, {""name"": ""Bacon Gouda Sandwich"", ""size"": null, ""quantity"": 1, ""modifiers"": []}], ""total_price"": 17.0}"
416,"Let me get one uh venti mocha, coupled with triple Trenta hot chocolates add extra hot - wait cancel that extra hot - almond milk, coupled with a grande iced coffee and a grande Earl Grey Tea plus Vanilla Syrup with you know, light ice... remove that light ice - oat milk include Whip Cream... scratch that one Whip Cream... SKIM MILK.","{""items"": [{""name"": ""Mocha"", ""size"": ""Venti"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Hot Chocolate"", ""size"": ""Trenta"", ""quantity"": 3, ""modifiers"": [""Almond Milk""]}, {""name"": ""Iced Coffee"", ""size"": ""Grande"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Earl Grey Tea"", ""size"": ""Grande"", ""quantity"": 1, ""modifiers"": [""Vanilla Syrup"", ""Oat Milk"", ""Skim Milk""]}], ""total_price"": 32.6}"
417,"Can I get a literally few short flat whites include almond milk, coupled with a venti espresso include Hazelnut Syrup and four trenta Americanos and Extra Shot add caramel drizzle, and also one short uh americano with light ice add Sugar Free Vanilla wait actually make that triple.","{""items"": [{""name"": ""Flat White"", ""size"": ""Short"", ""quantity"": 3, ""modifiers"": [""Almond Milk""]}, {""name"": ""Espresso"", ""size"": ""Venti"", ""quantity"": 1, ""modifiers"": [""Hazelnut Syrup""]}, {""name"": ""Americano"", ""size"": ""Trenta"", ""quantity"": 4, ""modifiers"": [""Extra Shot"", ""Caramel Drizzle""]}, {""name"": ""Americano"", ""size"": ""Short"", ""quantity"": 3, ""modifiers"": [""Light Ice"", ""Sugar Free Vanilla""]}], ""total_price"": 55.55}"
418,Gimme triple short hot chocolates and a few trenta Lattes. Then give me one short cold brew include caramel drizzle plus Soy Milk with Whip Cream.,"{""items"": [{""name"": ""Hot Chocolate"", ""size"": ""Short"", ""quantity"": 3, ""modifiers"": []}, {""name"": ""Latte"", ""size"": ""Trenta"", ""quantity"": 3, ""modifiers"": []}, {""name"": ""Cold Brew"", ""size"": ""Short"", ""quantity"": 1, ""modifiers"": [""Caramel Drizzle"", ""Soy Milk"", ""Whip Cream""]}], ""total_price"": 33.85}"
419,"May I get a few grande drip coffees, actually make that single. Next, I need two Tall flat whites with Light Ice, paired with a few venti drip coffees include sugar free vanilla wait wait cancel that.","{""items"": [{""name"": ""Drip Coffee"", ""size"": ""Grande"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Flat White"", ""size"": ""Tall"", ""quantity"": 2, ""modifiers"": [""Light Ice""]}], ""total_price"": 12.5}"
420,"May I get triple trenta literally flat whites with sugar free vanilla wait scratch that one sugar free vanilla. peppermint syrup and hazelnut syrup, remove that.","{""items"": [], ""total_price"": 0.0}"
421,"Hit me with pair of you know, venti matcha lattes. Oh, and add an avocado toast, and also couple of short chai latte, coupled with a VENTI EARL GREY TEA include Hazelnut Syrup plus caramel syrup - actually nevermind caramel syrup - almond milk.","{""items"": [{""name"": ""Matcha Latte"", ""size"": ""Venti"", ""quantity"": 2, ""modifiers"": []}, {""name"": ""Avocado Toast"", ""size"": null, ""quantity"": 1, ""modifiers"": []}, {""name"": ""Chai Latte"", ""size"": ""Short"", ""quantity"": 2, ""modifiers"": []}, {""name"": ""Earl Grey Tea"", ""size"": ""Venti"", ""quantity"": 1, ""modifiers"": [""Hazelnut Syrup"", ""Almond Milk""]}], ""total_price"": 33.1}"
422,"Let me get four trenta chai lattes with whip cream add like vanilla syrup, and also five short cold brews include Caramel Syrup... no, make it pair uh of, paired with a actually few Venti drip coffee make sure there's No Ice.","{""items"": [{""name"": ""Chai Latte"", ""size"": ""Trenta"", ""quantity"": 4, ""modifiers"": [""Whip Cream"", ""Vanilla Syrup""]}, {""name"": ""Cold Brew"", ""size"": ""Short"", ""quantity"": 2, ""modifiers"": [""Caramel Syrup""]}, {""name"": ""Drip Coffee"", ""size"": ""Venti"", ""quantity"": 3, ""modifiers"": [""No Ice""]}], ""total_price"": 48.0}"
423,Let's do a few short drip coffee include vanilla syrup include extra hot plus pair of grande earl grey teas plus hazelnut syrup... like remove that hazelnut syrup - extra hot with sugar free vanilla and four bagels.,"{""items"": [{""name"": ""Drip Coffee"", ""size"": ""Short"", ""quantity"": 3, ""modifiers"": [""Vanilla Syrup"", ""Extra Hot""]}, {""name"": ""Earl Grey Tea"", ""size"": ""Grande"", ""quantity"": 2, ""modifiers"": [""Extra Hot"", ""Sugar Free Vanilla""]}, {""name"": ""Bagel"", ""size"": null, ""quantity"": 4, ""modifiers"": []}], ""total_price"": 25.5}"
424,Hook me up with pair of Grande lattes include almond milk.,"{""items"": [{""name"": ""Latte"", ""size"": ""Grande"", ""quantity"": 2, ""modifiers"": [""Almond Milk""]}], ""total_price"": 11.2}"
425,Can I get triple grande matcha lattes plus soy milk include breve - wait cancel that breve - light ice.,"{""items"": [{""name"": ""Matcha Latte"", ""size"": ""Grande"", ""quantity"": 3, ""modifiers"": [""Soy Milk"", ""Light Ice""]}], ""total_price"": 19.05}"
426,"Start me off with a short Caramel Macchiato. Next, I need two butter croissant.","{""items"": [{""name"": ""Caramel Macchiato"", ""size"": ""Short"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Butter Croissant"", ""size"": null, ""quantity"": 2, ""modifiers"": []}], ""total_price"": 11.75}"
427,"I'll take couple of short CARAMEL MACCHIATOs plus double tall earl grey teas plus extra uh shot include Soy Milk - scratch that one Soy Milk, hazelnut syrup.","{""items"": [{""name"": ""Caramel Macchiato"", ""size"": ""Short"", ""quantity"": 2, ""modifiers"": []}, {""name"": ""Earl Grey Tea"", ""size"": ""Tall"", ""quantity"": 2, ""modifiers"": [""Extra Shot"", ""Hazelnut Syrup""]}], ""total_price"": 18.5}"
428,"I'd like to order one Trenta frappe (mocha) and ALMOND MILK include skim milk with whip cream, paired with four blueberry muffins... bump that to a few.","{""items"": [{""name"": ""Frappe (Mocha)"", ""size"": ""Trenta"", ""quantity"": 1, ""modifiers"": [""Almond Milk"", ""Skim Milk"", ""Whip Cream""]}, {""name"": ""Blueberry Muffin"", ""size"": null, ""quantity"": 3, ""modifiers"": []}], ""total_price"": 19.6}"
429,"Let's do a venti Frappe (Mocha), plus one blueberry muffin.","{""items"": [{""name"": ""Frappe (Mocha)"", ""size"": ""Venti"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Blueberry Muffin"", ""size"": null, ""quantity"": 1, ""modifiers"": []}], ""total_price"": 10.5}"
430,"Hit me with a you know, grande hot chocolate.","{""items"": [{""name"": ""Hot Chocolate"", ""size"": ""Grande"", ""quantity"": 1, ""modifiers"": []}], ""total_price"": 4.5}"
431,"Start me off with an avocado uh toast plus triple you know, Venti americanos. Next, I need pair of you know, Venti caramel macchiato.","{""items"": [{""name"": ""Avocado Toast"", ""size"": null, ""quantity"": 1, ""modifiers"": []}, {""name"": ""Americano"", ""size"": ""Venti"", ""quantity"": 3, ""modifiers"": []}, {""name"": ""Caramel Macchiato"", ""size"": ""Venti"", ""quantity"": 2, ""modifiers"": []}], ""total_price"": 33.0}"
432,"Could you get me pair of grande cappuccinos add caramel syrup plus classic syrup and Oat Milk. Next, I need four venti Frappe (Coffee)s with peppermint syrup add Caramel Drizzle wait um wait, change that to five. wait cancel that. Then give me three bacon gouda sandwich.","{""items"": [{""name"": ""Cappuccino"", ""size"": ""Grande"", ""quantity"": 2, ""modifiers"": [""Caramel Syrup"", ""Classic Syrup"", ""Oat Milk""]}, {""name"": ""Bacon Gouda Sandwich"", ""size"": null, ""quantity"": 3, ""modifiers"": []}], ""total_price"": 29.1}"
433,"Hook me up with four short americano include hazelnut syrup plus Extra Hot. Then give me triple venti caramel macchiatos and no ice... scratch that you know, one no ice, make sure no whip, plus double grande chai literally lattes.","{""items"": [{""name"": ""Americano"", ""size"": ""Short"", ""quantity"": 4, ""modifiers"": [""Hazelnut Syrup"", ""Extra Hot""]}, {""name"": ""Caramel Macchiato"", ""size"": ""Venti"", ""quantity"": 3, ""modifiers"": [""No Whip""]}, {""name"": ""Chai Latte"", ""size"": ""Grande"", ""quantity"": 2, ""modifiers"": []}], ""total_price"": 43.25}"
434,"I'd like to order a bagel, paired with four tall green teas plus almond actually milk. Then give me two trenta drip coffees and classic syrup.","{""items"": [{""name"": ""Bagel"", ""size"": null, ""quantity"": 1, ""modifiers"": []}, {""name"": ""Green Tea"", ""size"": ""Tall"", ""quantity"": 4, ""modifiers"": [""Almond Milk""]}, {""name"": ""Drip Coffee"", ""size"": ""Trenta"", ""quantity"": 2, ""modifiers"": [""Classic Syrup""]}], ""total_price"": 24.9}"
435,I'd like to order couple of Tall Americanos with CLASSIC SYRUP.,"{""items"": [{""name"": ""Americano"", ""size"": ""Tall"", ""quantity"": 2, ""modifiers"": [""Classic Syrup""]}], ""total_price"": 7.0}"
436,"Gimme two tall hot chocolate with extra hot, paired with double grande Lattes include peppermint syrup.","{""items"": [{""name"": ""Hot Chocolate"", ""size"": ""Tall"", ""quantity"": 2, ""modifiers"": [""Extra Hot""]}, {""name"": ""Latte"", ""size"": ""Grande"", ""quantity"": 2, ""modifiers"": [""Peppermint Syrup""]}], ""total_price"": 19.0}"
437,"I'm feeling like triple short espressos with light ice and cold foam with breve, wait cancel that breve wait sugar free vanilla... wait, change that to pair of plus one grande Caramel Macchiato add whip cream... scratch that one whip cream. Hazelnut Syrup include classic syrup.","{""items"": [{""name"": ""Espresso"", ""size"": ""Short"", ""quantity"": 2, ""modifiers"": [""Light Ice"", ""Cold Foam"", ""Sugar Free Vanilla""]}, {""name"": ""Caramel Macchiato"", ""size"": ""Grande"", ""quantity"": 1, ""modifiers"": [""Hazelnut Syrup"", ""Classic Syrup""]}], ""total_price"": 14.75}"
438,"I'll have a literally blueberry muffin, paired with five SHORT cappuccinos include light ice with whip cream, paired with two bagel, coupled with triple Butter Croissants - remove like that.","{""items"": [{""name"": ""Blueberry Muffin"", ""size"": null, ""quantity"": 1, ""modifiers"": []}, {""name"": ""Cappuccino"", ""size"": ""Short"", ""quantity"": 5, ""modifiers"": [""Light Ice"", ""Whip Cream""]}, {""name"": ""Bagel"", ""size"": null, ""quantity"": 2, ""modifiers"": []}], ""total_price"": 31.25}"
439,Lemme get a BLUEBERRY MUFFIN.,"{""items"": [{""name"": ""Blueberry Muffin"", ""size"": null, ""quantity"": 1, ""modifiers"": []}], ""total_price"": 3.75}"
440,May I get a Bagel.,"{""items"": [{""name"": ""Bagel"", ""size"": null, ""quantity"": 1, ""modifiers"": []}], ""total_price"": 2.5}"
441,"I'm craving one trenta uh americano. Next, I need five tall matcha lattes with classic syrup plus extra shot. Then give me three venti um CAPPUCCINOs, ensure no whip, and also pair of Grande cappuccino and oat milk include extra shot but hold the whip... wait, change that to single. wait cancel that.","{""items"": [{""name"": ""Americano"", ""size"": ""Trenta"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Matcha Latte"", ""size"": ""Tall"", ""quantity"": 5, ""modifiers"": [""Classic Syrup"", ""Extra Shot""]}, {""name"": ""Cappuccino"", ""size"": ""Venti"", ""quantity"": 3, ""modifiers"": [""No Whip""]}], ""total_price"": 52.75}"
442,Could you get me double venti caramel macchiatos plus Skim Milk add Breve.,"{""items"": [{""name"": ""Caramel Macchiato"", ""size"": ""Venti"", ""quantity"": 2, ""modifiers"": [""Skim Milk"", ""Breve""]}], ""total_price"": 14.1}"
443,I'd like to order four short cold brew.,"{""items"": [{""name"": ""Cold Brew"", ""size"": ""Short"", ""quantity"": 4, ""modifiers"": []}], ""total_price"": 15.0}"
444,"Let's do triple bacon gouda sandwich, no, make it pair of plus double Tall Earl Grey Teas and like coconut milk, plus single short frappe literally (mocha).","{""items"": [{""name"": ""Bacon Gouda Sandwich"", ""size"": null, ""quantity"": 2, ""modifiers"": []}, {""name"": ""Earl Grey Tea"", ""size"": ""Tall"", ""quantity"": 2, ""modifiers"": [""Coconut Milk""]}, {""name"": ""Frappe (Mocha)"", ""size"": ""Short"", ""quantity"": 1, ""modifiers"": []}], ""total_price"": 23.65}"
445,Start me off with a grande frappe (coffee) with Sugar Free Vanilla wait remove that Sugar Free Vanilla... caramel syrup include Breve. scratch that one Breve - Caramel Drizzle wait remove that.,"{""items"": [], ""total_price"": 0.0}"
446,"Grab me two avocado um toasts, plus two short strawberry you know, smoothies plus skim milk. Oh, and add a grande espresso plus a Bacon Gouda Sandwich. actually make that you know, two.","{""items"": [{""name"": ""Avocado Toast"", ""size"": null, ""quantity"": 2, ""modifiers"": []}, {""name"": ""Strawberry Smoothie"", ""size"": ""Short"", ""quantity"": 2, ""modifiers"": [""Skim Milk""]}, {""name"": ""Espresso"", ""size"": ""Grande"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Bacon Gouda Sandwich"", ""size"": null, ""quantity"": 2, ""modifiers"": []}], ""total_price"": 39.5}"
447,"Start me off with five GRANDE flat white... wait, change actually that to triple.","{""items"": [{""name"": ""Flat White"", ""size"": ""Grande"", ""quantity"": 3, ""modifiers"": []}], ""total_price"": 15.75}"
448,"I'm feeling like a short actually strawberry smoothie include Oat Milk wait remove that, and also a Tall frappe (mocha) with oat milk and extra shot - remove that. Then give me double tall drip coffee like and caramel drizzle.","{""items"": [{""name"": ""Drip Coffee"", ""size"": ""Tall"", ""quantity"": 2, ""modifiers"": [""Caramel Drizzle""]}], ""total_price"": 6.0}"
449,"May I get couple of Grande uh Caramel Macchiatos. Next, I need three grande chai lattes, coupled with four GRANDE Chai Latte, hold the No Ice... remove that hold the No Ice, hold the whip include HAZELNUT SYRUP, you know, remove that HAZELNUT SYRUP... extra shot, remove that and triple tall latte but ensure no ice include coconut um milk.","{""items"": [{""name"": ""Caramel Macchiato"", ""size"": ""Grande"", ""quantity"": 2, ""modifiers"": []}, {""name"": ""Chai Latte"", ""size"": ""Grande"", ""quantity"": 3, ""modifiers"": []}, {""name"": ""Latte"", ""size"": ""Tall"", ""quantity"": 3, ""modifiers"": [""No Ice"", ""Coconut Milk""]}], ""total_price"": 42.85}"
450,"Could you get me single trenta frappe (coffee) add skim milk with coconut milk - wait cancel that coconut milk wait Oat Milk with whip cream, paired with a trenta iced coffee include Oat you know, Milk include extra hot. Then give me double Grande caramel macchiato add caramel drizzle plus extra hot... actually make that triple.","{""items"": [{""name"": ""Frappe (Coffee)"", ""size"": ""Trenta"", ""quantity"": 1, ""modifiers"": [""Skim Milk"", ""Oat Milk"", ""Whip Cream""]}, {""name"": ""Iced Coffee"", ""size"": ""Trenta"", ""quantity"": 1, ""modifiers"": [""Oat Milk"", ""Extra Hot""]}, {""name"": ""Caramel Macchiato"", ""size"": ""Grande"", ""quantity"": 3, ""modifiers"": [""Caramel Drizzle"", ""Extra Hot""]}], ""total_price"": 32.35}"
451,Let me get three short Hot Chocolate and a tall flat white and oat milk plus vanilla like syrup.,"{""items"": [{""name"": ""Hot Chocolate"", ""size"": ""Short"", ""quantity"": 3, ""modifiers"": []}, {""name"": ""Flat White"", ""size"": ""Tall"", ""quantity"": 1, ""modifiers"": [""Oat Milk"", ""Vanilla Syrup""]}], ""total_price"": 16.55}"
452,Let me get a Bagel.,"{""items"": [{""name"": ""Bagel"", ""size"": null, ""quantity"": 1, ""modifiers"": []}], ""total_price"": 2.5}"
453,"Let me get single SHORT caramel macchiato add caramel drizzle include hazelnut syrup include coconut milk plus four short green like teas and caramel syrup with hazelnut syrup, no, make it triple. Also couple of tall CARAMEL MACCHIATO.","{""items"": [{""name"": ""Caramel Macchiato"", ""size"": ""Short"", ""quantity"": 1, ""modifiers"": [""Caramel Drizzle"", ""Hazelnut Syrup"", ""Coconut Milk""]}, {""name"": ""Green Tea"", ""size"": ""Short"", ""quantity"": 3, ""modifiers"": [""Caramel Syrup"", ""Hazelnut Syrup""]}, {""name"": ""Caramel Macchiato"", ""size"": ""Tall"", ""quantity"": 2, ""modifiers"": []}], ""total_price"": 27.45}"
454,I'll take three Bagels.,"{""items"": [{""name"": ""Bagel"", ""size"": null, ""quantity"": 3, ""modifiers"": []}], ""total_price"": 7.5}"
455,I'm feeling like couple of venti americanos and coconut milk - scratch that one coconut milk wait sugar free vanilla and almond milk include oat milk.,"{""items"": [{""name"": ""Americano"", ""size"": ""Venti"", ""quantity"": 2, ""modifiers"": [""Sugar Free Vanilla"", ""Almond Milk"", ""Oat Milk""]}], ""total_price"": 12.8}"
